"SOURCE","Source","BRANCH","Branch","TYPEXP","Type of Expenditure","TYPROG","Type of Programme","UNIT","Measure","COUNTRY","Country","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","POL","Poland","2010","2010","PC","Percentage","0","Units",,,1.335,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","POL","Poland","2011","2011","PC","Percentage","0","Units",,,1.289,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","POL","Poland","2012","2012","PC","Percentage","0","Units",,,1.239,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","POL","Poland","2013","2013","PC","Percentage","0","Units",,,1.408,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","POL","Poland","2014","2014","PC","Percentage","0","Units",,,1.534,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2000","2000","PC","Percentage","0","Units",,,0.973,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2001","2001","PC","Percentage","0","Units",,,1.008,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2002","2002","PC","Percentage","0","Units",,,1.306,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2003","2003","PC","Percentage","0","Units",,,1.409,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2004","2004","PC","Percentage","0","Units",,,1.163,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2005","2005","PC","Percentage","0","Units",,,1.181,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2006","2006","PC","Percentage","0","Units",,,1.163,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2007","2007","PC","Percentage","0","Units",,,1.153,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2008","2008","PC","Percentage","0","Units",,,1.235,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2009","2009","PC","Percentage","0","Units",,,1.446,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2010","2010","PC","Percentage","0","Units",,,1.385,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2011","2011","PC","Percentage","0","Units",,,1.207,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2012","2012","PC","Percentage","0","Units",,,1.236,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2013","2013","PC","Percentage","0","Units",,,1.24,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2014","2014","PC","Percentage","0","Units",,,1.228,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2015","2015","PC","Percentage","0","Units",,,1.196,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2000","2000","PC","Percentage","0","Units",,,1.969,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2001","2001","PC","Percentage","0","Units",,,1.815,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2002","2002","PC","Percentage","0","Units",,,1.794,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2003","2003","PC","Percentage","0","Units",,,1.767,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2004","2004","PC","Percentage","0","Units",,,1.952,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2005","2005","PC","Percentage","0","Units",,,1.898,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2006","2006","PC","Percentage","0","Units",,,1.862,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2007","2007","PC","Percentage","0","Units",,,1.753,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2008","2008","PC","Percentage","0","Units",,,1.689,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2009","2009","PC","Percentage","0","Units",,,1.977,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2010","2010","PC","Percentage","0","Units",,,1.995,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2011","2011","PC","Percentage","0","Units",,,2.006,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2012","2012","PC","Percentage","0","Units",,,2.04,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2013","2013","PC","Percentage","0","Units",,,2.048,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2014","2014","PC","Percentage","0","Units",,,2.033,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2015","2015","PC","Percentage","0","Units",,,1.979,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2000","2000","PC","Percentage","0","Units",,,0.945,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2001","2001","PC","Percentage","0","Units",,,0.894,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2002","2002","PC","Percentage","0","Units",,,0.905,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2003","2003","PC","Percentage","0","Units",,,1.051,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2004","2004","PC","Percentage","0","Units",,,1.079,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2005","2005","PC","Percentage","0","Units",,,1.155,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2006","2006","PC","Percentage","0","Units",,,1.176,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2007","2007","PC","Percentage","0","Units",,,1.222,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2008","2008","PC","Percentage","0","Units",,,1.324,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2009","2009","PC","Percentage","0","Units",,,1.474,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2010","2010","PC","Percentage","0","Units",,,1.415,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2011","2011","PC","Percentage","0","Units",,,1.332,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2012","2012","PC","Percentage","0","Units",,,1.294,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2013","2013","PC","Percentage","0","Units",,,1.306,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2014","2014","PC","Percentage","0","Units",,,1.27,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2015","2015","PC","Percentage","0","Units",,,1.235,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2000","2000","PC","Percentage","0","Units",,,2.808,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2001","2001","PC","Percentage","0","Units",,,2.939,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2002","2002","PC","Percentage","0","Units",,,3.09,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2003","2003","PC","Percentage","0","Units",,,3.141,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2004","2004","PC","Percentage","0","Units",,,3.128,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2005","2005","PC","Percentage","0","Units",,,3.154,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2006","2006","PC","Percentage","0","Units",,,3.241,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2007","2007","PC","Percentage","0","Units",,,3.198,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2008","2008","PC","Percentage","0","Units",,,3.326,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2009","2009","PC","Percentage","0","Units",,,3.536,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2010","2010","PC","Percentage","0","Units",,,3.441,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2011","2011","PC","Percentage","0","Units",,,3.454,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2012","2012","PC","Percentage","0","Units",,,3.565,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2013","2013","PC","Percentage","0","Units",,,3.644,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2014","2014","PC","Percentage","0","Units",,,3.62,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2015","2015","PC","Percentage","0","Units",,,3.537,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHE","Switzerland","2000","2000","PC","Percentage","0","Units",,,1.373,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHE","Switzerland","2001","2001","PC","Percentage","0","Units",,,1.387,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHE","Switzerland","2002","2002","PC","Percentage","0","Units",,,1.476,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHE","Switzerland","2003","2003","PC","Percentage","0","Units",,,1.498,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHE","Switzerland","2004","2004","PC","Percentage","0","Units",,,1.457,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHE","Switzerland","2005","2005","PC","Percentage","0","Units",,,1.515,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHE","Switzerland","2006","2006","PC","Percentage","0","Units",,,1.465,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHE","Switzerland","2007","2007","PC","Percentage","0","Units",,,1.405,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHE","Switzerland","2008","2008","PC","Percentage","0","Units",,,1.349,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHE","Switzerland","2009","2009","PC","Percentage","0","Units",,,1.458,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHE","Switzerland","2010","2010","PC","Percentage","0","Units",,,1.48,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHE","Switzerland","2011","2011","PC","Percentage","0","Units",,,1.487,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHE","Switzerland","2012","2012","PC","Percentage","0","Units",,,1.537,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHE","Switzerland","2013","2013","PC","Percentage","0","Units",,,1.565,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHE","Switzerland","2014","2014","PC","Percentage","0","Units",,,1.618,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHE","Switzerland","2015","2015","PC","Percentage","0","Units",,,1.717,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","TUR","Turkey","2000","2000","PC","Percentage","0","Units",,,0.206,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","TUR","Turkey","2001","2001","PC","Percentage","0","Units",,,0.219,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","TUR","Turkey","2002","2002","PC","Percentage","0","Units",,,0.234,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","TUR","Turkey","2003","2003","PC","Percentage","0","Units",,,0.226,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","TUR","Turkey","2004","2004","PC","Percentage","0","Units",,,0.233,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","TUR","Turkey","2005","2005","PC","Percentage","0","Units",,,0.266,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","TUR","Turkey","2006","2006","PC","Percentage","0","Units",,,0.248,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","TUR","Turkey","2007","2007","PC","Percentage","0","Units",,,0.315,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","TUR","Turkey","2008","2008","PC","Percentage","0","Units",,,0.296,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","TUR","Turkey","2009","2009","PC","Percentage","0","Units",,,0.342,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","TUR","Turkey","2010","2010","PC","Percentage","0","Units",,,0.317,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","TUR","Turkey","2011","2011","PC","Percentage","0","Units",,,0.33,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","TUR","Turkey","2012","2012","PC","Percentage","0","Units",,,0.357,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","TUR","Turkey","2013","2013","PC","Percentage","0","Units",,,0.381,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","TUR","Turkey","2014","2014","PC","Percentage","0","Units",,,0.371,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","TUR","Turkey","2015","2015","PC","Percentage","0","Units",,,0.381,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2000","2000","PC","Percentage","0","Units",,,2.415,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2001","2001","PC","Percentage","0","Units",,,2.512,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2002","2002","PC","Percentage","0","Units",,,2.554,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2003","2003","PC","Percentage","0","Units",,,2.817,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2004","2004","PC","Percentage","0","Units",,,2.902,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2005","2005","PC","Percentage","0","Units",,,2.861,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2006","2006","PC","Percentage","0","Units",,,2.852,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2007","2007","PC","Percentage","0","Units",,,3.131,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2008","2008","PC","Percentage","0","Units",,,3.376,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2009","2009","PC","Percentage","0","Units",,,3.733,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2010","2010","PC","Percentage","0","Units",,,3.997,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2011","2011","PC","Percentage","0","Units",,,3.913,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2012","2012","PC","Percentage","0","Units",,,3.943,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2013","2013","PC","Percentage","0","Units",,,3.708,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2014","2014","PC","Percentage","0","Units",,,3.513,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2015","2015","PC","Percentage","0","Units",,,3.474,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2000","2000","PC","Percentage","0","Units",,,0.786,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2001","2001","PC","Percentage","0","Units",,,0.819,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2002","2002","PC","Percentage","0","Units",,,0.844,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2003","2003","PC","Percentage","0","Units",,,0.797,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2004","2004","PC","Percentage","0","Units",,,0.741,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2005","2005","PC","Percentage","0","Units",,,0.702,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2006","2006","PC","Percentage","0","Units",,,0.706,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2007","2007","PC","Percentage","0","Units",,,0.7,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2008","2008","PC","Percentage","0","Units",,,0.703,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2009","2009","PC","Percentage","0","Units",,,0.739,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2010","2010","PC","Percentage","0","Units",,,0.747,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2011","2011","PC","Percentage","0","Units",,,0.722,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2012","2012","PC","Percentage","0","Units",,,0.688,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2013","2013","PC","Percentage","0","Units",,,0.67,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2014","2014","PC","Percentage","0","Units",,,0.648,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2015","2015","PC","Percentage","0","Units",,,0.642,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHL","Chile","2000","2000","PC","Percentage","0","Units",,,1.139,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHL","Chile","2001","2001","PC","Percentage","0","Units",,,1.011,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHL","Chile","2002","2002","PC","Percentage","0","Units",,,1.022,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHL","Chile","2003","2003","PC","Percentage","0","Units",,,0.997,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHL","Chile","2004","2004","PC","Percentage","0","Units",,,0.977,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHL","Chile","2005","2005","PC","Percentage","0","Units",,,0.836,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHL","Chile","2006","2006","PC","Percentage","0","Units",,,0.819,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHL","Chile","2007","2007","PC","Percentage","0","Units",,,0.948,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHL","Chile","2008","2008","PC","Percentage","0","Units",,,1.15,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHL","Chile","2009","2009","PC","Percentage","0","Units",,,1.674,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHL","Chile","2010","2010","PC","Percentage","0","Units",,,1.48,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHL","Chile","2011","2011","PC","Percentage","0","Units",,,1.304,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHL","Chile","2012","2012","PC","Percentage","0","Units",,,1.368,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHL","Chile","2013","2013","PC","Percentage","0","Units",,,1.41,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHL","Chile","2014","2014","PC","Percentage","0","Units",,,1.526,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHL","Chile","2015","2015","PC","Percentage","0","Units",,,1.701,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2000","2000","PC","Percentage","0","Units",,,1.746,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2001","2001","PC","Percentage","0","Units",,,1.606,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2002","2002","PC","Percentage","0","Units",,,1.585,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2003","2003","PC","Percentage","0","Units",,,1.429,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2004","2004","PC","Percentage","0","Units",,,1.851,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2005","2005","PC","Percentage","0","Units",,,1.751,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2006","2006","PC","Percentage","0","Units",,,1.688,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2007","2007","PC","Percentage","0","Units",,,1.627,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2008","2008","PC","Percentage","0","Units",,,2.116,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2009","2009","PC","Percentage","0","Units",,,2.558,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2010","2010","PC","Percentage","0","Units",,,2.561,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2011","2011","PC","Percentage","0","Units",,,2.233,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2012","2012","PC","Percentage","0","Units",,,2.037,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2013","2013","PC","Percentage","0","Units",,,1.912,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2014","2014","PC","Percentage","0","Units",,,2.398,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2015","2015","PC","Percentage","0","Units",,,2.825,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISR","Israel","2000","2000","PC","Percentage","0","Units",,,2.416,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISR","Israel","2001","2001","PC","Percentage","0","Units",,,2.581,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISR","Israel","2002","2002","PC","Percentage","0","Units",,,2.435,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISR","Israel","2003","2003","PC","Percentage","0","Units",,,2.232,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISR","Israel","2004","2004","PC","Percentage","0","Units",,,1.963,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISR","Israel","2005","2005","PC","Percentage","0","Units",,,1.825,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISR","Israel","2006","2006","PC","Percentage","0","Units",,,1.863,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISR","Israel","2007","2007","PC","Percentage","0","Units",,,1.797,,
